Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
35,138,218,55.970001220703125,46.93000793457031,-316.39976501464844,-0.16151497389621183,2014-06-09,2014-10-01,114 days
24,968,992,83.62000274658203,80.62000274658203,-72.0,-0.03587658337074884,2017-09-22,2017-10-26,34 days
29,812,993,67.69000244140625,80.12999725341797,360.75984954833984,0.1837789091938653,2017-02-09,2017-10-27,260 days
30,766,993,65.43000030517578,80.12999725341797,440.9999084472656,0.22466753598775946,2016-12-02,2017-10-27,329 days
31,491,993,64.58999633789062,80.12999725341797,481.74002838134766,0.24059454709104955,2015-10-30,2017-10-27,728 days
37,248,993,52.310001373291016,80.12999725341797,1029.3398475646973,0.5318293853903735,2014-11-12,2017-10-27,1080 days
23,1053,1061,86.05000305175781,77.27998352050781,-201.71044921875,-0.10191771319258369,2018-01-25,2018-02-06,12 days
24,1082,1116,84.43000030517578,75.5,-214.32000732421875,-0.10576809514269714,2018-03-08,2018-04-26,49 days
22,1316,1320,92.23999786376952,87.41000366210946,-106.25987243652125,-0.05236333817779937,2019-02-12,2019-02-19,7 days
25,1179,1321,77.5,87.72000122070312,255.50003051757812,0.13187098349294346,2018-07-26,2019-02-20,209 days
14,1957,1981,140.9199981689453,131.4399871826172,-132.72015380859375,-0.06727229001921209,2021-08-27,2021-10-01,35 days
14,1930,1982,140.5,131.58999633789062,-124.74005126953125,-0.063416396171597,2021-07-21,2021-10-04,75 days
17,1846,1982,119.37999725341795,131.58999633789062,207.56998443603538,0.10227843328353803,2021-03-22,2021-10-04,196 days
19,1742,1982,105.08000183105467,131.58999633789062,503.6898956298831,0.2522839174428084,2020-10-20,2021-10-04,349 days
20,1644,1982,101.37000274658205,131.58999633789062,604.3998718261716,0.2981157420588856,2020-06-02,2021-10-04,489 days
19,2200,2209,106.45999908447266,96.91999816894533,-181.26001739501925,-0.08961113091836159,2022-08-16,2022-08-29,13 days
18,2388,2495,108.4499969482422,100.77999114990233,-138.0601043701177,-0.07072389132477697,2023-05-16,2023-10-18,155 days
15,2688,2737,134.14999389648438,146.63999938964844,187.35008239746094,0.09310477869124512,2024-07-26,2024-10-04,70 days
19,2525,2737,104.81999969482422,146.63999938964844,794.5799942016602,0.39896966052833527,2023-11-30,2024-10-04,309 days
