Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
137,151,170,14.5,13.3125,-162.6875,-0.0818965517241379,1994-01-06,1994-02-02,27 days
160,365,366,12.25,11.8125,-70.0,-0.0357142857142857,1994-11-10,1994-11-11,1 days
159,293,367,12.5,11.625,-139.125,-0.06999999999999995,1994-08-01,1994-11-14,105 days
93,674,722,21.75,18.9375,-261.5625,-0.1293103448275862,1996-02-01,1996-04-11,70 days
124,562,723,15.9375,19.375,426.25,0.21568627450980382,1995-08-23,1996-04-12,233 days
132,553,723,15.125,19.375,561.0,0.28099173553719003,1995-08-10,1996-04-12,246 days
125,531,723,15.75,19.375,453.125,0.23015873015873023,1995-07-11,1996-04-12,276 days
44,1253,1272,48.375,45.125,-143.0,-0.06718346253229979,1998-05-19,1998-06-16,28 days
44,1229,1273,48.875,45.5,-148.5,-0.06905370843989767,1998-04-15,1998-06-17,63 days
46,1188,1273,46.375,45.5,-40.25,-0.018867924528301883,1998-02-13,1998-06-17,124 days
52,1094,1273,40.09375,45.5,281.125,0.13484021823850356,1997-09-30,1998-06-17,260 days
61,992,1273,33.6875,45.5,720.5625,0.35064935064935066,1997-05-06,1998-06-17,407 days
69,909,1273,29.1875,45.5,1125.5625,0.5588865096359743,1997-01-07,1998-06-17,526 days
87,805,1273,22.9375,45.5,1962.9375,0.9836512261580381,1996-08-08,1998-06-17,678 days
98,756,1273,20.5,45.5,2450.0,1.2195121951219514,1996-05-30,1998-06-17,748 days
41,1291,1299,50.75,45.6875,-207.5625,-0.0997536945812808,1998-07-14,1998-07-24,10 days
52,1500,1577,40.75,33.0,-403.0,-0.1901840490797546,1999-05-12,1999-08-31,111 days
55,1520,1579,38.375,31.625,-371.25,-0.17589576547231267,1999-06-10,1999-09-02,84 days
57,1452,1594,37.0,25.75,-641.25,-0.30405405405405406,1999-03-04,1999-09-24,204 days
76,1629,1689,28.0,20.75,-551.0,-0.2589285714285714,1999-11-12,2000-02-09,89 days
88,1726,2063,23.9375,33.70000076293945,859.1000671386719,0.4078329300444681,2000-04-03,2001-08-03,487 days
62,2191,2462,34.0,30.5,-217.0,-0.1029411764705882,2002-02-12,2003-03-12,393 days
42,2947,3101,52.34999847412109,50.77000427246094,-66.35975646972626,-0.030181360987836747,2005-02-11,2005-09-22,223 days
44,2884,3102,49.810001373291016,52.34999847412109,111.75987243652312,0.050993716739627715,2004-11-11,2005-09-23,316 days
46,2786,3102,46.25,52.34999847412109,280.59992980956997,0.1318918588999154,2004-06-24,2005-09-23,456 days
45,2736,3102,47.59999847412109,52.34999847412109,213.75,0.09978991916528002,2004-04-13,2005-09-23,528 days
57,2599,3102,36.900001525878906,52.34999847412109,880.6498260498042,0.41869908697447356,2003-09-25,2005-09-23,729 days
57,2540,3102,37.0,52.34999847412109,874.9499130249019,0.4148648236248942,2003-07-02,2005-09-23,814 days
63,2167,3102,32.70000076293945,52.34999847412109,1237.949855804443,0.600917347177923,2002-01-08,2005-09-23,1354 days
65,2148,3102,32.54999923706055,52.34999847412109,1286.999950408935,0.6082949216944005,2001-12-10,2005-09-23,1383 days
40,3210,3237,54.650001525878906,51.43000793457032,-128.79974365234347,-0.05892028364873503,2006-03-01,2006-04-07,37 days
38,3137,3238,57.0,51.08000183105469,-224.95993041992188,-0.10385961699904056,2005-11-11,2006-04-10,150 days
38,3253,3282,56.650001525878906,53.17999267578125,-131.86033630371094,-0.06125346437126722,2006-05-02,2006-06-13,42 days
34,3391,3470,63.2400016784668,58.30999755859375,-167.6201400756836,-0.07795705232486916,2006-11-15,2007-03-14,119 days
35,3495,3559,60.5,58.37001037597656,-74.54963684082031,-0.035206440066503086,2007-04-19,2007-07-20,92 days
39,3603,3633,55.970001220703125,51.17998886108395,-186.81048202514788,-0.08558178051008092,2007-09-21,2007-11-02,42 days
41,3670,3685,52.619998931884766,49.110012054443395,-143.9094619750962,-0.06670442699903811,2007-12-27,2008-01-18,22 days
72,4177,4201,30.540000915527344,28.230005264282244,-166.31968688964716,-0.07563836221336318,2009-12-31,2010-02-05,36 days
69,4218,4276,32.06999969482422,28.96999740600586,-213.9001579284668,-0.09666362077698021,2010-03-03,2010-05-25,83 days
83,4069,4326,26.18000030517578,29.32999992370605,261.4499683380124,0.12032083964137752,2009-07-29,2010-08-05,372 days
103,3989,4326,20.96999931335449,29.32999992370605,861.0800628662109,0.39866480133967386,2009-04-03,2010-08-05,489 days
69,4497,4536,31.8799991607666,30.249992370605487,-112.47046852111694,-0.0511294489670846,2011-04-08,2011-06-06,59 days
69,4489,4538,31.61000061035156,29.94999885559081,-114.5401210784917,-0.05251508138905692,2011-03-29,2011-06-08,71 days
68,4424,4538,31.88999938964844,29.870008468627926,-137.35938262939501,-0.06334245718663167,2010-12-23,2011-06-08,167 days
70,4454,4540,31.51000022888184,29.700000762939453,-126.69996261596705,-0.057442064512692514,2011-02-07,2011-06-10,123 days
69,4508,4565,31.88999938964844,28.220001220703107,-253.22987365722804,-0.11508304293466443,2011-04-26,2011-07-18,83 days
70,4474,4565,31.530000686645508,28.459999084472656,-214.9001121520996,-0.09736763511943558,2011-03-08,2011-07-18,132 days
69,4465,4565,31.700000762939453,28.459999084472656,-223.56011581420898,-0.10220825238132769,2011-02-23,2011-07-18,145 days
72,4353,4565,30.25,27.99000549316408,-162.71960449218622,-0.07471056220945194,2010-09-14,2011-07-18,307 days
44,5064,5097,50.43000030517578,47.48001098632816,-129.7995300292953,-0.05849671427713343,2013-07-12,2013-08-28,47 days
33,5499,5521,71.06999969482422,68.87999725341797,-72.27008056640625,-0.03081472422696152,2015-04-06,2015-05-06,30 days
36,5392,5522,63.27999877929688,67.2300033569336,142.20016479492162,0.062421059637078,2014-10-29,2015-05-07,190 days
37,5339,5522,60.18999862670898,67.2300033569336,260.48017501831083,0.1169630319130901,2014-08-14,2015-05-07,266 days
