Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
25,3346,3580,39.06568145751953,43.67252349853516,115.1710510253908,0.11792555176658492,2003-04-08,2004-03-12,339 days
26,3272,3580,39.01942443847656,43.67252349853516,120.98057556152362,0.11925083793573954,2002-12-19,2004-03-12,449 days
29,2687,3580,34.16975021362305,43.67252349853516,275.5804252624514,0.27810485079646496,2000-08-18,2004-03-12,1302 days
36,2600,3580,27.809898376464844,43.67252349853516,571.0545043945315,0.5703949330319975,2000-04-14,2004-03-12,1428 days
21,3605,3615,48.74190521240234,45.59666824340816,-66.04997634887769,-0.06452839615702743,2004-04-19,2004-05-03,14 days
18,3898,3912,56.80850982666016,53.6817741394043,-56.2812423706056,-0.05503991737851388,2005-06-16,2005-07-07,21 days
19,3754,3913,51.877891540527344,53.67252349853516,34.09800720214857,0.03459338659910349,2004-11-18,2005-07-08,232 days
14,4371,4718,71.34135437011719,67.96484375,-47.271148681640625,-0.04732893915357894,2007-05-04,2008-09-18,503 days
16,4192,4733,61.16558837890625,52.07216644287106,-145.49475097656307,-0.14866891951898853,2006-08-16,2008-10-09,785 days
19,4004,4734,53.24699401855469,48.82516098022461,-84.01482772827148,-0.08304380594309657,2005-11-15,2008-10-10,1060 days
13,5049,5065,76.24421691894531,69.18592834472656,-91.75775146484375,-0.09257474021567258,2010-01-12,2010-02-04,23 days
15,4930,5073,64.43108367919922,65.19889068603516,11.517105102539062,0.011916717258068088,2009-07-23,2010-02-17,209 days
18,4855,5073,55.3006477355957,65.19889068603516,178.16837310791016,0.17898963856201267,2009-04-06,2010-02-17,317 days
14,5109,5128,68.73265838623047,63.96851348876953,-66.69802856445312,-0.06931413696658884,2010-04-09,2010-05-06,27 days
11,5328,5344,87.64107513427734,78.36262512207031,-102.06295013427734,-0.10586873789477436,2011-02-18,2011-03-15,25 days
11,5421,5441,89.17668914794922,79.87971496582031,-102.26671600341797,-0.10425341275795397,2011-07-05,2011-08-02,28 days
12,5369,5444,83.95004272460938,75.1248550415039,-105.90225219726562,-0.10512427863861495,2011-04-19,2011-08-05,108 days
12,5550,5642,80.34227752685547,73.12671661376953,-86.58673095703125,-0.08981026098835743,2012-01-06,2012-05-18,133 days
8,6270,6462,124.74560546875,116.52172851562501,-65.79101562499989,-0.06592518367458766,2014-11-17,2015-08-24,280 days
8,6514,6553,127.45606231689452,117.75205993652345,-77.63201904296852,-0.07613605978383331,2015-11-05,2016-01-04,60 days
7,6693,6748,137.3173065185547,132.5439453125,-33.41352844238281,-0.03476154118570407,2016-07-25,2016-10-11,78 days
6,7217,7252,166.1199951171875,157.4500274658203,-52.019805908203125,-0.05219099389721904,2018-08-22,2018-10-11,50 days
4,7529,7560,239.08999633789065,226.81996154785156,-49.080139160156364,-0.05131973306276949,2019-11-18,2020-01-03,46 days
7,6952,7561,148.47000122070312,225.1499938964844,536.759948730469,0.5164679197503015,2017-08-03,2020-01-06,886 days
7,6893,7561,145.4499969482422,225.1499938964844,557.8999786376955,0.5479546140974012,2017-05-10,2020-01-06,971 days
7,6783,7561,143.64999389648438,225.1499938964844,570.5000000000002,0.5673512249414348,2016-11-30,2020-01-06,1132 days
9,6155,7561,112.118408203125,225.1499938964844,1017.2842712402346,1.008144759677465,2014-06-05,2020-01-06,2041 days
9,6082,7561,108.70490264892578,225.1499938964844,1048.0058212280276,1.0712036753634804,2014-02-20,2020-01-06,2146 days
12,5887,7561,84.153564453125,225.1499938964844,1691.957153320313,1.6754659218492982,2013-05-13,2020-01-06,2429 days
13,5695,7561,75.69842529296875,225.1499938964844,1942.8703918457036,1.9743022133565766,2012-08-03,2020-01-06,2712 days
3,7874,7991,286.6499938964844,254.699951171875,-95.85012817382812,-0.11146012002409889,2021-04-05,2021-09-20,168 days
3,7827,7992,279.9599914550781,259.70001220703125,-60.779937744140625,-0.07236740915281015,2021-01-26,2021-09-21,238 days
3,8018,8077,294.3099975585937,283.0300598144531,-33.839813232421704,-0.03832672297139639,2021-10-27,2022-01-21,86 days
3,8067,8088,304.2099914550781,254.8900146484375,-147.95993041992188,-0.16212477627949173,2022-01-06,2022-02-07,32 days
3,8219,8231,272.20001220703125,250.45993041992188,-65.22024536132812,-0.07986804119088065,2022-08-16,2022-09-01,16 days
3,8396,8413,294.8999938964844,269.4600830078125,-76.31973266601562,-0.08626623063817962,2023-05-01,2023-05-24,23 days
3,8281,8414,290.6700134277344,272.7200012207031,-53.85003662109375,-0.061753918112691486,2022-11-11,2023-05-25,195 days
3,8440,8502,294.6300048828125,278.1199645996094,-49.530120849609375,-0.05603652041403562,2023-07-05,2023-10-02,89 days
3,8719,8756,274.7699890136719,286.04998779296875,33.839996337890625,0.04105251384908559,2024-08-13,2024-10-04,52 days
4,8633,8756,235.6000061035156,286.04998779296875,201.7999267578126,0.21413404237046985,2024-04-10,2024-10-04,177 days
