Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
49,2537,2542,42.11956405639648,38.98411178588863,-153.63716125488455,-0.07444170757108493,2000-01-14,2000-01-24,10 days
49,2497,2543,41.8060188293457,39.6634635925293,-104.9852066040039,-0.05124992278175122,1999-11-17,2000-01-25,69 days
55,2418,2543,36.998329162597656,39.6634635925293,146.58239364624023,0.07203391315913477,1999-07-28,2000-01-25,181 days
60,2355,2543,33.73223114013672,39.6634635925293,355.8739471435547,0.17583279409393193,1999-04-28,2000-01-25,272 days
63,2305,2543,32.45192337036133,39.6634635925293,454.32703399658203,0.22222227446630605,1999-02-16,2000-01-25,343 days
29,3648,3683,72.65885925292969,65.87791442871094,-196.64739990234375,-0.09332578152120297,2004-06-21,2004-08-10,50 days
31,3598,3683,69.08026885986328,65.95316314697266,-96.94027709960938,-0.045267711960332635,2004-04-07,2004-08-10,125 days
31,3712,3731,67.95150756835938,61.53010559082031,-199.06346130371094,-0.09449977207759697,2004-09-21,2004-10-18,27 days
34,3473,3732,61.29598617553711,64.21405029296875,99.21417999267578,0.04760612071849213,2003-10-08,2004-10-19,377 days
38,3397,3732,55.20484924316406,64.21405029296875,342.3496398925781,0.1631958274194596,2003-06-20,2004-10-19,487 days
55,2660,3732,37.72993469238281,64.21405029296875,1456.6263580322266,0.701939078784908,2000-07-12,2004-10-19,1560 days
53,2596,3732,38.40928268432617,64.21405029296875,1367.6526832580566,0.671836748963105,2000-04-10,2004-10-19,1653 days
31,3756,3908,67.68394470214844,60.99498748779297,-207.35767364501953,-0.09882635008628782,2004-11-22,2005-06-30,220 days
33,4093,4165,64.13043212890625,61.37126159667965,-91.05262756347773,-0.04302435584217634,2006-03-27,2006-07-10,105 days
34,3971,4184,60.94481658935547,58.44481658935547,-85.0,-0.04102071578695421,2005-09-29,2006-08-04,309 days
29,4535,4543,71.9899673461914,66.86455535888672,-148.63694763183594,-0.07119619825158663,2007-12-27,2008-01-09,13 days
33,4349,4551,63.9882926940918,60.25919723510742,-123.06015014648438,-0.058277777105446904,2007-04-03,2008-01-22,294 days
34,4212,4617,61.371238708496094,65.92809295654297,154.93304443359375,0.07425064808763637,2006-09-14,2008-04-25,589 days
31,5098,5128,68.44481658935547,63.62879943847656,-149.2965316772461,-0.07036350436547001,2010-03-24,2010-05-06,43 days
29,5296,5444,72.74247741699219,68.26085662841797,-129.96700286865234,-0.06160940550434624,2011-01-04,2011-08-05,213 days
29,5229,5453,72.45819091796875,64.9163818359375,-218.71246337890625,-0.10408497626678914,2010-09-29,2011-08-18,323 days
48,4856,5499,43.06856155395508,67.15718841552734,1156.2540893554688,0.5593088320675561,2009-04-07,2011-10-24,930 days
18,6222,6237,120.92809295654295,116.56353759765624,-78.56199645996094,-0.036092154041122426,2014-09-10,2014-10-01,21 days
20,6101,6240,110.99497985839844,117.5167236328125,130.43487548828125,0.058757105796443776,2014-03-19,2014-10-06,201 days
21,5980,6240,101.3712387084961,117.5167236328125,339.05518341064453,0.1592708654842867,2013-09-24,2014-10-06,377 days
27,5788,6240,77.86788940429688,117.5167236328125,1070.5185241699219,0.5091808000940596,2012-12-18,2014-10-06,657 days
28,5673,6240,74.5066909790039,117.5167236328125,1204.2809143066406,0.5772640294269529,2012-07-03,2014-10-06,825 days
29,5636,6240,72.85953521728516,117.5167236328125,1295.058464050293,0.6129216756921185,2012-05-10,2014-10-06,879 days
31,5540,6240,67.24916076660156,117.5167236328125,1558.294448852539,0.7474823818348033,2011-12-21,2014-10-06,1020 days
32,5507,6240,65.93645477294922,117.5167236328125,1650.568603515625,0.7822724020798335,2011-11-03,2014-10-06,1068 days
17,6263,6460,130.1755828857422,120.8277587890625,-158.9130096435547,-0.07180935079725714,2014-11-06,2015-08-20,287 days
12,6987,7133,175.28428649902344,170.18389892578125,-61.20465087890625,-0.0290978026331562,2017-09-22,2018-04-24,214 days
14,6839,7146,153.344482421875,171.18728637695312,249.79925537109375,0.11635765221724603,2017-02-22,2018-05-11,443 days
15,6784,7146,143.51170349121094,171.18728637695312,415.1337432861328,0.19284547679720854,2016-12-01,2018-05-11,526 days
13,7200,7260,174.1220703125,157.75083923339844,-212.8260040283203,-0.09402157377131926,2018-07-30,2018-10-23,85 days
13,7181,7302,163.4281005859375,150.05845642089844,-173.8053741455078,-0.08180749893748374,2018-07-02,2018-12-24,175 days
13,7332,7388,168.07691955566406,157.54177856445312,-136.9568328857422,-0.0626804740297604,2019-02-07,2019-04-30,82 days
16,7495,7496,137.95986938476562,130.64376831054688,-117.0576171875,-0.053030646570231044,2019-10-01,2019-10-02,1 days
16,7439,7497,142.2240753173828,127.16558837890625,-240.935791015625,-0.10587860673287919,2019-07-12,2019-10-03,83 days
15,7520,7595,146.32107543945312,125.71064758300781,-309.1564178466797,-0.14085754765364467,2019-11-05,2020-02-25,112 days
13,7959,7999,167.55853271484375,147.9766387939453,-254.5646209716797,-0.11686599066980075,2021-08-04,2021-09-30,57 days
14,7838,8001,152.07357788085938,145.61036682128906,-90.48495483398438,-0.04250055236179062,2021-02-10,2021-10-04,236 days
15,7763,8001,141.83946228027344,145.61036682128906,56.563568115234375,0.026585722198835926,2020-10-22,2021-10-04,347 days
16,7715,8001,137.63377380371094,145.61036682128906,127.62548828125,0.057955200944748375,2020-08-14,2021-10-04,416 days
14,8031,8096,153.92140197753906,126.1287612915039,-389.0969696044922,-0.18056384836002726,2021-11-15,2022-02-17,94 days
18,8214,8227,124.00502014160156,112.6923065185547,-203.6288452148435,-0.09122786811476546,2022-08-09,2022-08-26,17 days
26,8402,8502,84.84114074707031,76.03678131103516,-228.91334533691406,-0.1037746470463291,2023-05-09,2023-10-02,146 days
25,8622,8756,88.54515075683594,135.83999633789062,1182.3711395263672,0.534132532124052,2024-03-25,2024-10-04,193 days
27,8540,8756,79.6822738647461,135.83999633789062,1516.2585067749023,0.704770581327379,2023-11-24,2024-10-04,315 days
27,8441,8756,81.9397964477539,135.83999633789062,1455.3053970336914,0.6578024626227175,2023-07-06,2024-10-04,456 days
