Date,Open,High,Low,Close,Adj Close,Volume,SP500_Close
1990-01-02,16.591764450073242,16.853052139282227,16.539506912231445,16.826923370361328,6.010905742645264,1789216,359.69000244140625
1990-01-03,16.853052139282227,17.11433982849121,16.826923370361328,17.009824752807617,6.076243877410889,3147394,358.760009765625
1990-01-04,16.905309677124023,17.349498748779297,16.905309677124023,17.14046859741211,6.122908592224121,3035926,355.6700134277344
1990-01-05,17.062082290649414,17.14046859741211,16.853052139282227,16.853052139282227,6.020233154296875,2183418,352.20001220703125
1990-01-08,16.826923370361328,17.3233699798584,16.826923370361328,17.2972412109375,6.1789140701293945,2588622,353.7900085449219
1990-01-09,17.2711124420166,17.558528900146484,17.244983673095703,17.2972412109375,6.1789140701293945,2757498,349.6199951171875
1990-01-10,17.401756286621094,17.401756286621094,17.035953521728516,17.192726135253906,6.141575336456299,2597712,347.30999755859375
1990-01-11,17.3233699798584,17.506271362304688,17.2711124420166,17.349498748779297,6.197577953338623,1613165,348.5299987792969
1990-01-12,17.035953521728516,17.192726135253906,16.77466583251953,16.77466583251953,5.99223518371582,2072907,339.92999267578125
1990-01-15,16.80079460144043,17.009824752807617,16.722408294677734,16.722408294677734,5.973570346832275,1615557,337.0
1990-01-16,16.61789321899414,16.98369598388672,16.565635681152344,16.931438446044922,6.048235893249512,2910107,340.75
1990-01-17,16.95756721496582,17.14046859741211,16.826923370361328,16.95756721496582,6.05757474899292,1984882,337.3999938964844
1990-01-18,16.80079460144043,16.98369598388672,16.722408294677734,16.905309677124023,6.038903713226318,3420560,338.19000244140625
1990-01-19,16.905309677124023,16.95756721496582,16.748537063598633,16.905309677124023,6.038903713226318,3074677,339.1499938964844
1990-01-22,16.905309677124023,16.905309677124023,16.30434799194336,16.330476760864258,5.833563327789307,1503133,330.3800048828125
1990-01-23,16.43499183654785,16.46112060546875,16.14757537841797,16.252090454101562,5.8055596351623535,2695784,331.6099853515625
1990-01-24,15.78177261352539,16.330476760864258,15.78177261352539,16.30434799194336,5.824228286743164,3462659,330.260009765625
1990-01-25,16.356605529785156,16.382734298706055,15.755643844604492,15.912416458129885,5.6842241287231445,1848538,326.0799865722656
1990-01-26,15.990802764892578,16.12144660949707,15.703386306762695,15.886287689208984,5.674890518188477,2881403,325.79998779296875
