Date,Open,High,Low,Close,Adj Close,Volume,SP500_Close
1990-01-02,11.10083293914795,11.447733879089355,11.071924209594728,11.447733879089355,5.22785758972168,1082297,359.69000244140625
1990-01-03,11.418825149536133,11.476641654968262,11.33209991455078,11.447733879089355,5.22785758972168,953442,358.760009765625
1990-01-04,11.389917373657228,11.447733879089355,11.274283409118652,11.30319118499756,5.161845684051514,895500,355.6700134277344
1990-01-05,11.1875581741333,11.505550384521484,11.1875581741333,11.447733879089355,5.22785758972168,794751,352.20001220703125
1990-01-08,11.418825149536133,11.62118434906006,11.418825149536133,11.563366889953612,5.280659198760986,982845,353.7900085449219
1990-01-09,11.563366889953612,11.592275619506836,11.418825149536133,11.447733879089355,5.22785758972168,1015275,349.6199951171875
1990-01-10,11.447733879089355,11.476641654968262,11.361007690429688,11.447733879089355,5.22785758972168,772699,347.30999755859375
1990-01-11,11.447733879089355,11.62118434906006,11.447733879089355,11.563366889953612,5.280659198760986,613143,348.5299987792969
1990-01-12,11.476641654968262,11.476641654968262,11.158649444580078,11.24537467956543,5.135444164276123,469586,339.92999267578125
1990-01-15,11.216465950012209,11.24537467956543,11.04301643371582,11.04301643371582,5.043033599853516,589361,337.0
1990-01-16,10.8695650100708,11.216465950012209,10.8695650100708,11.216465950012209,5.12224006652832,386566,340.75
1990-01-17,11.158649444580078,11.1875581741333,11.04301643371582,11.10083293914795,5.069433689117432,473478,337.3999938964844
1990-01-18,11.071924209594728,11.129740715026855,10.898473739624023,10.956290245056152,5.003425598144531,417698,338.19000244140625
1990-01-19,10.985198974609377,11.01410675048828,10.753931999206545,10.753931999206545,4.911015510559082,978521,339.1499938964844
1990-01-22,10.72502326965332,10.927382469177246,10.72502326965332,10.78283977508545,4.924218654632568,608819,330.3800048828125
1990-01-23,10.78283977508545,10.985198974609377,10.78283977508545,10.927382469177246,4.99022388458252,971603,331.6099853515625
1990-01-24,10.8695650100708,10.8695650100708,10.667205810546877,10.753931999206545,4.911015510559082,1071055,330.260009765625
1990-01-25,10.840657234191896,10.956290245056152,10.72502326965332,10.72502326965332,4.89781379699707,238685,326.0799865722656
1990-01-26,10.753931999206545,10.840657234191896,10.696114540100098,10.840657234191896,4.950620174407959,237820,325.79998779296875
1990-01-29,10.898473739624023,10.927382469177246,10.840657234191896,10.8695650100708,4.963820934295654,330786,325.20001220703125
1990-01-30,10.8695650100708,10.8695650100708,10.72502326965332,10.753931999206545,4.911015510559082,620494,322.9800109863281
1990-01-31,10.78283977508545,10.811747550964355,10.638298034667969,10.78283977508545,4.924218654632568,1493942,329.0799865722656
1990-02-01,10.840657234191896,10.840657234191896,10.78283977508545,10.78283977508545,4.924218654632568,545689,328.7900085449219
1990-02-02,10.753931999206545,10.8695650100708,10.753931999206545,10.78283977508545,4.924218654632568,997979,330.9200134277344
1990-02-05,10.72502326965332,10.72502326965332,10.667205810546877,10.696114540100098,4.884610176086426,325165,331.8500061035156
1990-02-06,10.638298034667969,10.667205810546877,10.551572799682615,10.580480575561523,4.831806659698486,689678,329.6600036621094
1990-02-07,10.522664070129396,10.638298034667969,10.493756294250488,10.638298034667969,4.858208656311035,629142,333.75
1990-02-08,10.609389305114746,10.667205810546877,10.407031059265137,10.407031059265137,4.752598285675049,1253960,332.9599914550781
1990-02-09,10.493756294250488,10.609389305114746,10.493756294250488,10.609389305114746,4.845006465911865,422887,333.6199951171875
1990-02-12,10.638298034667969,10.667205810546877,10.551572799682615,10.551572799682615,4.818602085113525,572498,330.0799865722656
1990-02-13,10.580480575561523,10.609389305114746,10.435938835144045,10.493756294250488,4.792201042175293,357595,331.0199890136719
1990-02-14,10.522664070129396,10.580480575561523,10.407031059265137,10.407031059265137,4.752598285675049,354568,332.010009765625
1990-02-15,10.407031059265137,10.493756294250488,10.407031059265137,10.435938835144045,4.765798091888428,572065,334.8900146484375
1990-02-16,10.407031059265137,10.46484661102295,10.349213600158691,10.435938835144045,4.765798091888428,524501,332.7200012207031
1990-02-20,10.407031059265137,10.435938835144045,10.233579635620115,10.26248836517334,4.686587810516357,173825,327.989990234375
1990-02-21,10.175763130187988,10.349213600158691,10.146855354309082,10.349213600158691,4.726190567016602,365810,327.6700134277344
1990-02-22,10.349213600158691,10.46484661102295,10.349213600158691,10.378122329711914,4.739392280578613,430238,325.70001220703125
